nutrient_total_fat,nutrient_total_carb,nutrient_protein,nutrient_sat_fat,nutrient_cholesterol,nutrient_sodium,nutrient_fiber,nutrient_calcium,Calories,Score,nutrient_vitamin_a,Category
50.89,10.05,1.09,8.233,50.0,730.0,1.0,12.0,527.1,7.66,17.0,Horseradish sauce
0.66,16.58,1.03,0.085,0.0,2055.0,0.5,12.0,89.4,6.335,66.0,Hot Thai sauce
1.21,4.35,2.58,0.229,21.0,376.0,0.5,19.0,44.48,5.29,9.0,Hot and sour soup
1.552777777777778,13.526111111111112,2.947222222222222,0.8202222222222222,4.666666666666667,89.11111111111111,0.41111111111111115,123.33333333333333,82.56,4.433,53.166666666666664,Hot chocolate / Cocoa
9.65,14.86,10.8,2.856,27.0,700.0,0.7,203.0,201.21,5.513,39.0,Hot ham and cheese sandwich
0.76,0.8,1.29,0.106,0.0,633.0,0.6,12.0,45.44,5.375,82.0,Hot pepper sauce
3.05,7.72,1.41,0.818,2.0,133.0,2.2,14.0,75.0,4.729499999999999,60.0,Hot peppers
6.54,8.76,6.82,1.688,161.0,419.0,1.6,48.0,137.46,5.357,82.0,Huevos rancheros
17.740000000000002,19.740000000000002,8.14,2.4154999999999998,0.0,476.0,5.9,112.0,262.8,4.628000000000001,2.5,Hummus
5.3,7.29,7.08,0.978,14.0,409.0,1.5,22.0,110.87,5.150666666666666,63.0,Hunan beef
13.25,40.21,6.16,2.621,0.0,813.0,2.9,100.0,295.1,7.375,0.0,Hush puppy
10.5,28.87375,4.02375,6.04825,34.625,94.625,0.9375,126.625,211.3,6.434,105.375,Ice cream
24.416666666666668,28.929999999999996,3.5399999999999996,14.732,23.666666666666668,73.0,1.1333333333333335,100.33333333333333,384.33,6.444,24.333333333333332,Ice cream bar
14.46,39.9,3.24,4.863,60.0,174.0,0.5,95.0,344.9,6.507000000000001,75.0,Ice cream cake
20.2,30.9,4.4,12.658,1.0,92.0,0.6,252.0,383.32,5.987,48.0,Ice cream candy bar
11.045454545454545,30.295454545454547,4.538181818181818,6.325363636363636,30.363636363636363,87.81818181818181,0.9090909090909091,120.0909090909091,244.32,6.3389999999999995,90.72727272727273,Ice cream cone
14.11,43.35,4.61,6.417,24.0,232.0,1.7,70.0,350.9,6.707000000000001,65.0,Ice cream cookie sandwich
11.8,37.605000000000004,4.390000000000001,6.156499999999999,30.0,203.5,1.6,97.0,289.0,6.407,89.0,Ice cream sandwich
2.9,14.625,0.96,1.7879999999999998,10.5,30.5,0.25,34.5,99.7,4.948,31.0,Ice cream soda
10.1875,31.78,3.2875,6.13675,36.0,119.25,0.8500000000000001,106.5,234.42,6.334,100.0,Ice cream sundae
0.38000000000000006,1.6466666666666667,0.13999999999999999,0.19533333333333333,1.0,3.3333333333333335,0.0,3.6666666666666665,8.25,5.486000000000001,2.3333333333333335,Iced Coffee
0.03,5.28,0.14,0.009,0.0,9.666666666666666,0.19999999999999998,5.0,24.15,5.0798000000000005,0.6666666666666666,Iced Tea / Lemonade juice drink
16.915,65.545,0.55,4.25,0.0,183.5,0.45,5.5,433.3,7.119000000000001,0.0,Icing
32.0,1.0,25.0,5.815,15.0,670.0,0.0,705.0,403.6,5.87,115.0,Imitation cheese
100.0,0.0,0.0,32.672,0.0,0.0,0.0,0.0,503.81,5.729333333333334,0.0,Industrial oil as ingredient in food
3.5502312138728325,7.218092485549133,1.6230057803468207,1.474393063583815,0.6473988439306358,25.202312138728324,0.013872832369942197,68.97687861271676,97.3975,4.776230158730159,63.028901734104046,Infant formula
0.84,18.29,3.48,0.177,0.0,229.0,2.7,13.0,90.1,3.5020000000000007,0.0,Injera
1.56,6.67,1.29,0.6835,2.5,250.5,0.30000000000000004,6.0,45.02,5.132000000000001,0.5,Instant soup
2.41,2.03,0.27,1.53,7.0,3.0,0.0,6.0,56.0,5.206222222222222,27.0,Irish Coffee
0.0,19.26,0.2,0.0,0.0,16.0,0.0,1.0,80.2,5.2624999999999975,0.0,Italian Ice
2.68,6.53,4.86,1.006,16.0,389.0,0.8,38.0,98.39,5.182,64.0,Italian Wedding Soup
9.556666666666667,10.286666666666667,0.59,1.3586666666666665,0.6666666666666666,1004.3333333333334,0.19999999999999998,19.333333333333332,149.3,6.11,2.3333333333333335,Italian dressing
26.2,2.15,18.2,9.15,80.0,766.0,0.0,12.0,329.52,6.24875,22.0,Italian sausage
0.08,18.07,0.34,0.003,0.0,30.0,0.0,4.0,73.75,5.452999999999999,0.0,Jagerbomb
1.86,8.45,4.15,0.283,0.0,14.0,1.4,54.0,73.73,3.7813499999999998,0.0,Jai
0.0425,47.2475,0.23,0.00375,0.0,8.75,1.425,15.5,196.5,5.538,9.0,Jam
7.97,8.64,13.77,2.212,58.0,379.0,0.7,24.0,153.45,5.274166666666666,8.0,Jambalaya with meat and rice
0.04,45.71666666666667,0.23333333333333336,0.0033333333333333335,0.0,11.0,1.5666666666666667,12.666666666666666,196.35,5.65,11.666666666666666,Jelly
2.3071428571428574,50.65714285714286,6.368571428571428,0.46014285714285713,0.0,288.2857142857143,2.914285714285714,111.28571428571429,244.0,4.086,0.0,Jelly sandwich
0.09,8.82,0.72,0.021,0.0,4.0,4.9,12.0,40.1,3.4739999999999984,1.0,Jicama
7.38,43.77,7.89,2.179,64.0,918.0,1.8,104.0,261.6,6.225,42.0,Johnnycake
6.31,2.57,10.99,2.873,74.0,277.0,0.7,102.0,114.44,5.2,178.0,Julienne salad
2.46,4.2875,2.575,0.521875,1.0,193.5,3.025,197.875,52.52,4.243999999999998,234.75,Kale
0.1,8.27,0.06,0.009,0.0,5.0,0.1,3.0,33.7,5.392,0.0,Kamikaze
0.96,7.48,3.59,0.596,5.0,38.0,0.0,124.0,71.23,4.6803333333333335,174.0,Kefir
0.1,27.4,1.04,0.014,0.0,463.5,0.3,15.0,129.0,5.581,26.0,Ketchup
7.2,17.99,8.76,2.673,24.0,558.0,3.1,22.0,175.27,5.527,1.0,Kibby
4.61,0.0,27.04,1.427,710.0,416.0,0.0,19.0,152.0,5.9559999999999995,0.0,Kidney
5.448571428571428,22.554285714285715,8.284285714285714,0.7998571428571429,0.0,259.57142857142856,7.442857142857143,35.42857142857143,161.1,3.7419999999999987,0.0,Kidney beans
4.57,22.89,5.92,0.678,0.0,211.0,4.8,17.0,153.7,2.6310000000000002,0.0,Kidney beans and brown rice
7.07,23.17,5.72,0.984,0.0,296.0,4.2,19.0,168.7,4.14,0.0,Kidney beans and rice
4.29,23.91,5.9,0.605,0.0,229.0,4.3,20.0,156.5,3.112999999999998,0.0,Kidney beans and white rice
6.78,18.33,10.46,1.119,11.0,275.0,5.9,24.0,180.2,4.596,1.0,Kidney beans with meat
0.5,2.4,1.1,0.067,0.0,498.0,1.6,33.0,15.9,4.26,5.0,Kimchi
33.02,35.1,4.72,16.297,35.0,401.0,1.6,13.0,424.7,7.038333333333334,0.0,Kishke
25.99,64.59,6.51,17.953,11.0,54.0,1.0,125.0,458.1,6.638333333333334,24.0,Kit Kat
25.99,64.59,6.51,17.953,11.0,54.0,1.0,125.0,458.1,6.638333333333334,24.0,Kit Kat White
0.44,14.0,1.06,0.029,0.0,5.0,3.0,35.0,60.9,2.8875999999999995,4.0,Kiwi fruit
20.353333333333335,30.189999999999998,10.29,4.534666666666666,87.66666666666667,407.6666666666667,1.2333333333333334,31.0,375.21,6.452999999999999,197.0,Knish
27.7,3.2,11.1,10.21,60.0,930.0,0.0,11.0,366.44,8.0,0.0,Knockwurst
1.4200000000000002,6.23,1.71,0.3885,1.0,83.5,3.6,24.5,55.96,4.018066666666666,7.5,Kohlrabi
31.34,12.8,3.18,4.26,0.0,1845.0,0.5,17.0,416.82,7.85,0.0,Korean dressing or marinade
0.86,15.9,1.88,0.103,0.0,10.0,6.5,62.0,83.7,3.052999999999999,15.0,Kumquat
14.58,4.79,18.34,3.205,46.0,180.0,1.1,16.0,236.54,5.309,15.0,Kung Pao beef
14.89,4.79,17.3,3.253,41.0,189.0,1.1,22.0,239.01,5.574,16.0,Kung Pao pork
10.88,5.56,14.34,1.74,107.0,216.0,1.1,59.0,183.12,5.163166666666666,58.0,Kung Pao shrimp
6.98,6.87,9.76,1.352,26.0,402.0,1.5,20.0,145.7,5.242000000000001,65.0,Kung pao chicken
21.98,46.74,6.92,12.813,53.0,169.0,4.0,26.0,428.3,6.422000000000001,169.0,Ladoo
16.96375,0.430625,22.639375,7.0514375,85.1875,372.8125,0.0625,17.4375,248.27,5.684,1.25,Lamb
18.476666666666667,0.0,26.55333333333333,7.649,97.33333333333333,401.3333333333333,0.0,19.666666666666668,247.6,5.941,0.0,Lamb chop
13.35,0.0,28.13,5.583,105.0,394.0,0.0,20.0,218.47,5.909,0.0,Lamb hocks
5.44,15.563333333333333,5.066666666666666,1.6143333333333334,13.666666666666666,313.3333333333333,0.8666666666666667,15.666666666666666,122.1,5.229,56.666666666666664,Lamb or mutton
5.48,15.63,6.8,1.904,34.0,314.0,0.7,13.0,126.5,5.18625,4.0,Lamb or mutton and noodles with gravy
6.46,12.53,5.13,1.948,17.0,308.0,1.0,11.0,110.93,5.312666666666667,0.0,Lamb or mutton and potatoes with gravy
6.22,12.48,5.26,1.82,16.0,301.0,1.5,12.0,118.03,5.24,7.0,Lamb or mutton and potatoes with tomato-based sauce
6.38,3.1,13.07,1.839,43.0,240.0,0.4,16.0,117.83,5.019333333333335,6.0,Lamb or mutton goulash
11.04,7.42,13.1,4.614,79.0,466.0,0.3,52.0,179.1,6.5,33.0,Lamb or mutton loaf
2.115,11.915,9.030000000000001,0.764,22.0,270.5,1.85,13.5,112.63,5.492000000000001,24.5,Lamb or mutton stew with potatoes and vegetables excluding carrots
2.085,11.66,8.525,0.758,22.0,290.0,1.7999999999999998,13.5,113.13,5.775,48.5,Lamb or mutton stew with potatoes and vegetables including carrots
3.83,6.83,14.41,1.355,39.0,376.0,1.8,17.0,122.14,4.9879999999999995,41.0,Lamb or mutton stew with vegetables excluding carrots
3.79,6.37,13.52,1.348,39.0,361.0,1.8,17.0,120.74,5.051333333333333,83.0,Lamb or mutton stew with vegetables including carrots
15.37,1.58,17.29,6.341,69.0,359.0,0.0,15.0,217.14,6.117999999999999,0.0,Lamb or mutton with gravy
5.7,5.0,12.12,1.961,39.0,221.0,0.9,19.0,114.27,5.107666666666667,8.0,Lamb shish kabob with vegetables
3.21,4.85,3.11,0.771,2.0,150.0,2.0,250.0,103.53,4.54775,389.0,Lambsquarter
100.0,0.0,0.0,39.2,95.0,0.0,0.0,0.0,506.53,6.325666666666667,0.0,Lard
8.273333333333333,14.066666666666668,10.406666666666666,4.032,29.666666666666668,349.3333333333333,1.3333333333333333,214.33333333333334,161.86,6.1375,85.0,Lasagna
4.23,12.37,7.6,1.925,17.0,243.0,1.1,79.0,114.83,5.276666666666667,35.0,Lasagna with cheese and meat sauce
10.36,14.02,13.74,5.177,43.0,387.0,1.0,267.0,191.38,6.154,93.0,Lasagna with chicken or turkey
6.88,13.656,8.356,3.2846,22.8,380.8,1.42,127.2,151.02,5.236999999999999,52.6,Lasagna with meat
10.77,13.8,13.33,5.438,41.0,413.0,1.1,263.0,195.32,5.968999999999999,103.0,Lasagna with meat and spinach
8.32,0.0,15.25,2.668,57.0,231.0,0.0,14.0,144.81,5.688666666666666,5.0,Lau lau
11.53,6.53,5.31,5.019,24.0,535.0,2.1,142.0,199.63,6.065,78.0,Layer dip
1.67,14.445,1.5350000000000001,0.4285,1.0,86.0,1.85,60.5,83.1,4.518000000000001,88.5,Leek
3.1,7.64,2.77,1.167,10.0,338.0,0.2,76.0,109.95,5.057666666666667,43.0,Leek soup
6.16,36.12,4.22,2.929,12.0,176.0,2.0,17.0,209.1,5.738,53.0,Lefse (Norwegian)
0.3,9.32,1.1,0.039,0.0,2.0,2.8,26.0,42.35,4.473999999999999,1.0,Lemon
0.18333333333333335,6.473333333333334,0.3833333333333333,0.035666666666666666,0.0,8.666666666666666,0.4333333333333333,7.333333333333333,29.2,5.064,0.6666666666666666,Lemon juice
6.76,68.78,4.72,1.643,115.0,77.0,0.4,23.0,313.5,5.6370000000000005,85.0,Lemon pie filling
73.02,0.74,0.8,46.235,194.0,579.0,0.0,22.0,545.24,7.28,616.0,Lemon-butter sauce
0.1925,18.38,0.055,0.009250000000000001,0.0,7.5,0.075,3.75,71.6,4.513999999999999,0.0,Lemonade
5.61,12.28,3.67,1.295,0.0,383.0,3.4,25.0,125.31,4.773,36.0,Lentil curry
3.48,18.57,3.27,0.808,0.0,328.0,2.2,19.0,129.7,4.557333333333333,22.0,Lentil curry with rice
1.71,8.82,3.89,0.229,1.0,187.0,3.2,12.0,94.35,3.911666666666666,20.0,Lentil soup
5.235,19.0225,8.5225,0.71675,0.0,248.5,7.45,18.25,150.2,3.1549999999999994,0.0,Lentils
2.2608333333333333,3.4916666666666667,2.296666666666667,0.8401666666666667,12.75,63.083333333333336,1.375,58.0,49.2,4.9639999999999995,230.08333333333334,Lettuce
0.05,93.55,0.0,0.0,0.0,50.0,0.2,3.0,274.9,6.005,0.0,Licorice
1.38,13.1,2.4,0.758,5.0,25.0,0.7,83.0,65.05,4.69,38.0,Licuado or Batido
6.246666666666666,25.706666666666667,4.343333333333333,3.657,25.333333333333332,81.0,0.4000000000000001,145.33333333333334,167.6,5.690000000000001,95.66666666666667,Light ice cream
16.709999999999997,19.216666666666665,3.31,13.147,18.666666666666668,60.666666666666664,0.5333333333333333,108.0,254.84,6.079,70.0,Light ice cream bar
7.43,34.55,5.365,3.4924999999999997,20.0,128.5,1.0,124.5,243.6,5.670999999999999,72.0,Light ice cream cone
8.275,37.56,4.89,3.866,19.0,204.5,1.25,116.0,258.6,6.387,68.5,Light ice cream sandwich
0.77,8.5,4.48,0.219,4.0,242.0,2.7,11.0,90.25,4.178,20.0,Lima bean soup
3.9560000000000004,19.078,6.458,0.7216,0.8,236.8,5.7,24.2,134.6,4.093999999999999,10.0,Lima beans
1.76,18.975,4.24,0.449,1.0,153.5,3.75,16.5,116.1,3.988,15.0,Lima beans and corn
0.2,10.54,0.7,0.022,0.0,2.0,2.8,33.0,45.9,4.513,2.0,Lime
0.12333333333333334,7.843333333333334,0.3633333333333333,0.013999999999999999,0.0,6.666666666666667,0.4000000000000001,13.333333333333334,33.75,5.317,1.6666666666666667,Lime juice
14.59,39.83,8.82,2.648,226.0,87.0,1.3,46.0,339.0,5.474,98.0,Lime souffle
3.95,11.71,8.03,2.216,21.0,318.0,1.1,38.0,116.03,5.655,57.0,Linguini with vegetables and seafood in white wine sauce
15.7,20.9,2.8,9.664,58.0,92.0,0.0,16.0,237.0,6.302,173.0,Liqueur with cream
3.2,2.8,1.8,1.174,4.0,2.0,0.1,13.0,72.45,4.347000000000001,0.0,Liquid from stewed kidney beans
3.6,6.97,16.68,1.681,232.0,276.0,0.5,12.0,118.58,5.7056666666666676,4727.0,Liver
15.48,12.78,23.11,4.484,335.0,716.0,0.7,48.0,249.7,5.505416666666667,6255.0,Liver dumpling
13.1,6.55,13.45,4.0,391.0,386.0,0.0,10.0,192.04,6.251,217.0,Liver paste or pate
17.69,2.87,12.89,5.352,315.0,1047.0,0.4,20.0,270.8,7.5,1741.0,Livers
28.5,3.1,14.5,9.307,180.0,977.0,0.0,9.0,349.92,7.57,4220.0,Liverwurst
2.77,17.511666666666667,7.743333333333333,0.643,16.166666666666668,391.8333333333333,1.0999999999999999,23.0,130.78,5.102,11.5,Lo mein
3.4862499999999996,4.42125,18.72375,0.6295000000000001,141.375,703.75,0.22499999999999998,101.625,124.13,4.845999999999999,4.625,Lobster
2.57,1.7,5.23,1.379,32.0,242.0,0.2,53.0,87.82,5.049166666666667,44.0,Lobster bisque
1.76,4.61,6.19,0.869,37.0,289.0,0.9,55.0,95.35,5.187217948717948,18.0,Lobster gumbo
20.08,4.14,11.62,10.98,171.0,476.0,0.1,111.0,262.29,5.617000000000001,147.0,Lobster newburg
15.4,1.15,10.33,2.451,85.0,504.0,0.4,61.0,198.17,5.702000000000001,8.0,Lobster salad
8.16,9.83,14.98,4.657,118.0,656.0,0.5,110.0,161.1,6.49,59.0,Lobster with bread stuffing
9.68,0.01,17.0,5.83,154.0,503.0,0.0,88.0,181.1,6.566,76.0,Lobster with butter sauce
10.56,3.96,10.76,1.511,77.0,720.0,1.0,63.0,195.46,5.718500000000001,12.0,Lobster with sauce
1.86,3.31,7.55,0.321,19.0,145.0,1.0,88.0,94.02,4.8755,30.0,Lomi salmon
0.15,8.66,0.01,0.001,0.0,16.0,0.0,1.0,41.65,5.784,0.0,Long Island iced tea
0.01,20.66,0.04,0.004,0.0,5.0,0.1,7.0,88.68,4.25242857142857,0.0,Long rice noodles
2.6,15.51,1.54,0.741,2.0,166.0,3.0,26.0,107.73,4.520000000000001,11.0,Lotus root
2.92,7.76,2.02,0.802,2.0,139.0,3.3,86.0,92.45,4.312090909090909,47.0,Luffa
9.84,4.365,13.965,3.2035,49.5,1040.0,0.75,57.0,226.3,6.105,39.0,Luncheon meat
2.53,22.91,9.12,0.626,12.0,396.0,1.3,169.0,158.9,5.054333333333335,2.0,Luncheon meat sandwich
11.11,4.44,17.78,1.338,0.0,711.0,1.1,41.0,211.4,5.280166666666666,0.0,Luncheon slice
0.44,16.53,0.83,0.099,0.0,1.0,1.3,5.0,70.4,3.072,0.0,Lychee
27.76,60.5,7.53,9.435,8.0,45.0,5.6,155.0,450.9,6.771,24.0,M&M's Almond Chocolate Candies
21.13,71.19,4.33,13.08,14.0,61.0,2.8,105.0,460.0,6.765,56.0,M&M's Milk Chocolate Candies
29.32,56.89,10.16,18.485,7.0,213.0,4.0,88.0,441.9,6.4303333333333335,28.0,M&M's Peanut Butter Chocolate Candies
26.13,60.48,9.57,10.169,8.0,50.0,3.7,102.0,451.9,6.752999999999999,22.0,M&M's Peanut Chocolate Candies
15.0,72.94,5.0,8.986,13.0,475.0,2.5,50.0,460.5,6.83,34.0,M&M's Pretzel Chocolate Candies
23.0,62.7,8.1,7.268,17.0,170.0,2.0,168.0,450.8,6.827000000000001,15.0,MARS Almond Bar
17.23,71.17,4.01,12.016,9.0,167.0,1.0,115.0,467.2,6.715,31.0,MILKY WAY Bar
17.5,71.22,3.2,11.474,10.0,168.0,2.9,53.0,466.9,6.692,42.0,MILKY WAY MIDNIGHT Bar
76.08,12.83,7.79,11.947,0.0,353.0,8.0,70.0,549.38,4.365999999999999,0.0,Macadamia nuts
1.2833333333333334,9.426666666666668,2.43,0.4483333333333333,5.666666666666667,36.333333333333336,1.1666666666666667,15.666666666666666,65.21,4.629499999999999,39.666666666666664,Macaroni
2.9066666666666663,12.293333333333331,4.13,1.6336666666666666,8.0,217.33333333333334,0.6,90.33333333333333,102.19,5.410642857142857,25.0,Macaroni and cheese
5.04,19.61,6.355,2.8795,17.5,257.5,1.15,26.0,142.3,5.242000000000001,47.5,Macaroni or noodles
6.331428571428572,19.37857142857143,5.531428571428571,2.822142857142857,13.285714285714286,284.14285714285717,1.0142857142857142,101.14285714285714,145.0,5.205,57.857142857142854,Macaroni or noodles with cheese
7.56,14.82,12.53,2.892,49.0,233.0,0.7,44.0,166.02,5.092,52.0,Macaroni or noodles with cheese and chicken or turkey
9.39,18.96,5.94,3.618,71.0,183.0,0.8,58.0,173.05,6.431,87.0,Macaroni or noodles with cheese and egg
12.49,18.74,6.29,5.289,24.0,313.0,0.8,50.0,208.42,6.155,60.0,Macaroni or noodles with cheese and frankfurters or hot dogs
9.325,12.715,10.015,3.762,33.0,266.0,0.5,50.5,155.78,6.473,38.0,Macaroni or noodles with cheese and meat
6.48,18.73,3.94,2.827,11.0,136.0,1.1,49.0,139.2,5.156000000000001,67.0,Macaroni or noodles with cheese and tomato
6.73,18.23,7.59,2.915,19.0,181.0,0.8,51.0,173.6,5.2,63.0,Macaroni or noodles with cheese and tuna
4.467777777777778,23.424444444444443,4.084444444444444,0.7272222222222222,1.8888888888888888,221.44444444444446,1.5222222222222221,11.666666666666666,148.3,4.930666666666666,30.555555555555557,Macaroni or pasta salad
14.43,21.77,6.9,4.069,18.0,262.0,1.3,98.0,234.27,6.584,45.0,Macaroni or pasta salad with cheese
10.75,20.93,7.82,1.787,22.0,225.0,1.2,9.0,212.0,5.495999999999999,6.0,Macaroni or pasta salad with chicken
9.9,20.93,6.48,1.58,20.0,232.0,1.2,21.0,191.13,5.644,5.0,Macaroni or pasta salad with crab meat
11.44,22.53,5.19,1.954,39.0,196.0,1.3,12.0,199.48,5.73,18.0,Macaroni or pasta salad with egg
10.59,20.82,7.66,1.827,14.0,378.0,1.2,8.0,211.91,5.547999999999999,5.0,Macaroni or pasta salad with meat
10.06,21.1,6.76,1.589,41.0,299.0,1.2,28.0,192.2,5.55,5.0,Macaroni or pasta salad with shrimp
9.9,20.87,6.69,1.579,11.0,206.0,1.2,10.0,193.93,5.534,7.0,Macaroni or pasta salad with tuna
9.96,19.35,7.14,1.709,39.0,199.0,1.1,13.0,188.9,5.516,18.0,Macaroni or pasta salad with tuna and egg
1.9,11.53,4.34,0.705,7.0,35.0,1.1,12.0,86.37,4.535,3.0,Macaroni with beef and tomato sauce
4.67,18.12,7.7,1.171,10.0,359.0,0.9,54.0,145.0,4.897,58.0,Macaroni with tuna
2.1,8.4,1.7,1.23,5.0,11.0,1.5,14.0,64.67,4.590333333333333,41.0,Macaroni with vegetables
14.758,3.9769999999999994,21.005000000000003,3.367,68.1,386.6,0.24,50.0,234.57,4.9155,46.5,Mackerel
17.63,10.76,16.54,5.403,81.0,410.0,1.2,171.0,258.03,5.875,108.0,Mackerel cake or patty
0.08,17.17,0.18,0.005,0.0,5.0,0.1,7.0,70.4,4.614,0.0,Mai Tai
0.5599999999999999,31.189999999999998,1.1775,0.135,0.0,41.25,1.7,7.5,140.36,5.51,52.25,Mango
0.2,19.0,0.3,0.039,0.0,4.0,1.1,8.0,81.0,4.090999999999999,17.0,Mango dessert
0.06,13.12,0.11,0.014,0.0,5.0,0.3,17.0,51.4,4.714666666666666,35.0,Mango nectar
0.0,1.82,0.03,0.0,0.0,2.0,0.0,1.0,7.2,6.041,0.0,Manhattan
6.95,16.745,8.2425,3.73,57.5,427.25,0.8500000000000001,151.0,169.2,5.95,88.25,Manicotti
68.52,0.7933333333333333,0.16666666666666666,13.379,0.6666666666666666,706.3333333333334,0.0,13.333333333333334,547.93,7.1,819.0,Margarine
55.23,0.9719999999999999,0.23200000000000004,11.3318,0.4,654.2,0.0,11.4,545.85,6.98,1023.4,Margarine-oil blend
0.08,16.06,0.08,0.006,0.0,204.0,0.0,2.0,70.5,5.653333333333333,0.0,Margarita
0.1,21.4,0.1,0.008,0.0,102.0,0.0,2.0,93.29,4.9384999999999994,0.0,Margarita mix
10.58,70.54,7.05,5.291,0.0,370.0,3.5,0.0,360.0,6.262333333333333,1.0,Marie biscuit
0.0,66.3,0.3,0.0,0.0,56.0,0.7,38.0,259.7,5.958000000000001,3.0,Marmalade
3.6133333333333333,81.39333333333333,1.7966666666666666,2.0516666666666663,0.0,64.33333333333333,0.6333333333333334,4.666666666666667,299.3,5.945,0.0,Marshmallow
0.02,3.4050000000000002,0.08,0.0015,0.0,1.5,0.05,2.0,14.05,5.4910000000000005,0.0,Martini
0.99,20.5,2.26,0.142,0.0,283.0,1.7,44.0,99.1,4.3159090909090905,0.0,Masa harina
2.05,7.74,2.61,0.44,36.0,345.0,0.5,14.0,62.72,4.885,47.0,Matzo ball soup
34.2675,6.4,0.475,5.12975,22.75,753.0,0.5,5.0,370.8,7.74,8.5,Mayonnaise
15.8,15.59,0.65,2.44,9.5,743.0,0.0,5.0,212.04,7.322,3.5,Mayonnaise-type salad dressing
16.18,17.97,16.24,6.96,50.0,617.0,0.9,150.0,247.2,6.0755,44.0,McDouble (McDonalds)
6.755000000000001,0.63,21.255,2.4125,72.5,215.5,0.0,24.0,164.24,4.785,2.0,Meat
4.12,5.11,7.49,1.297,20.0,241.0,0.4,8.0,91.7,4.663166666666666,2.0,Meat and corn hominy soup
0.22,0.04,1.14,0.11,0.0,372.0,0.0,6.0,11.04,5.545,0.0,Meat broth
16.46,8.89,18.645,5.258,111.5,524.0,0.5,47.0,237.94,5.9,29.5,Meat loaf
7.4,10.1,6.65,2.208,19.0,393.0,1.2,46.0,141.29,5.560999999999999,32.0,Meat loaf dinner
9.82,7.04,16.186666666666667,3.6286666666666663,68.66666666666667,422.6666666666667,0.5,60.666666666666664,169.98,6.4479999999999995,16.0,Meat loaf made with beef
9.29,6.96,15.46,3.436,66.5,422.5,0.55,58.0,168.72,5.511166666666667,21.0,Meat loaf made with beef and pork
6.7,7.675000000000001,17.125,1.7955,73.0,451.0,0.7,63.5,160.17,5.615,34.0,Meat loaf made with chicken or turkey
7.47,6.13,20.67,2.25,90.0,880.0,0.3,28.0,198.19,4.918083333333333,24.0,Meat loaf made with ham
6.68,6.3,19.03,3.022,84.0,381.0,0.4,52.0,156.01,4.99,17.0,Meat loaf made with venison/deer
7.4,10.1,6.65,2.208,19.0,393.0,1.2,46.0,141.29,5.560999999999999,32.0,Meat loaf with potatoes
22.525000000000002,22.375,10.46,8.461500000000001,40.5,776.0,1.1,71.0,348.1,6.48,20.0,Meat pie
13.7,33.02,9.28,3.476,31.0,773.0,1.4,173.0,295.27,6.827999999999999,1.0,Meat sandwich
17.34,11.94,7.66,5.977,38.0,1013.0,0.2,12.0,239.5,8.58,26.0,Meat spread or potted meat
10.51,30.45,8.54,3.415,19.0,747.0,1.2,111.0,249.5,6.595,13.0,Meat spread or potted meat sandwich
14.6,1.1,13.4,5.82,70.0,267.0,0.2,34.0,203.3,6.072,21.0,Meat stick
14.6,1.1,13.4,5.82,70.0,267.0,0.2,34.0,203.3,6.072,21.0,Meat sticks
7.04,61.87,11.28,1.035,0.0,282.0,9.0,60.0,325.25,3.6049999999999995,0.0,Meat substitute
13.37,21.62,11.89,3.024,73.0,354.0,1.1,20.0,225.58,5.3715,23.0,Meat turnover
6.8,12.74,20.88,2.526,64.0,357.0,0.3,21.0,172.31,4.812,3.0,Meat with barbecue sauce
7.05,1.58,21.56,2.568,64.0,360.0,0.0,8.0,164.74,4.863,0.0,Meat with gravy
6.36,1.58,21.72,2.391,63.0,355.0,0.4,9.0,146.71,4.833500000000002,6.0,Meat with tomato-based sauce
9.0,8.0,21.0,1.425,0.0,550.0,4.6,25.0,192.0,4.613999999999999,0.0,Meatball
8.45,26.01,9.77,3.124,15.0,437.0,2.1,176.0,189.4,5.709,15.0,Meatball and spaghetti sauce submarine sandwich
4.68,9.99,6.86,1.468,16.0,252.0,1.8,20.0,111.3,5.3260000000000005,21.0,Meatball soup
10.045,5.8950000000000005,13.435,3.4085,54.5,585.0,0.5,28.75,167.73,5.8020000000000005,11.25,Meatballs
3.2,76.6,12.1,0.445,0.0,598.0,6.3,93.0,344.3,5.018,0.0,Melba toast
1.505,3.88,4.335,0.4365,29.5,378.0,1.05,30.0,71.26,5.275,23.5,Menudo soup
0.16,74.24,7.31,0.0,0.0,113.0,0.0,5.0,318.7,4.880000000000001,0.0,Meringues
14.89,16.0,13.97,4.766,39.0,387.5,2.35,111.0,243.58,5.995,37.0,Mexican casserole made with ground beef
15.59,77.41,3.64,8.606,0.0,3.0,4.0,34.0,463.6,6.252999999999998,0.0,Mexican chocolate
1.31,7.37,2.34,0.285,2.0,259.0,1.5,22.0,53.06,5.0465,36.0,Mexican style chicken broth soup stock
9.03,20.09,17.3,3.203,38.0,614.0,0.8,113.0,211.4,5.494,45.0,Midnight sandwich
2.9803225806451614,15.884193548387096,7.705161290322581,1.8052580645161291,13.483870967741936,126.48387096774194,0.0,309.06451612903226,108.83,3.9069999999999987,171.16129032258064,Milk
10.98,72.05,6.47,9.114,6.0,319.0,0.4,410.0,365.1,6.685,188.0,Milk 'n Cereal bar
