nutrient_total_fat,nutrient_total_carb,nutrient_protein,nutrient_sat_fat,nutrient_cholesterol,nutrient_sodium,nutrient_fiber,nutrient_calcium,Calories,Score,nutrient_vitamin_a,Category,cluster
8.45,17.82,11.54,1.571,43.0,399.0,0.9,31.0,185.72,5.26,10.0,Sweet and sour pork,6
7.12,19.75,10.12,1.328,36.0,335.0,0.9,28.0,181.7,5.001,8.0,Sweet and sour pork with rice,6
0.02,38.22,0.27,0.0,0.0,539.0,0.1,10.0,157.85,5.98,1.0,Sweet and sour sauce,1
8.6,15.53,7.14,1.329,65.0,353.0,0.8,44.0,171.54,5.2175,28.0,Sweet and sour shrimp,6
2.98,4.65,5.66,0.73,31.0,469.0,0.5,27.0,94.18,4.885384615384615,11.0,Sweet and sour soup,1
5.085,46.68,8.75,1.638,11.5,311.0,2.3,122.5,264.8,5.574000000000001,0.0,Sweet bread dough,7
3.205384615384616,19.382692307692302,1.695,0.9785,2.6153846153846154,191.80769230769232,2.6500000000000004,31.384615384615383,125.5,4.453,757.9230769230769,Sweet potato,4
7.04,39.82,2.99,3.795,33.0,204.0,2.2,34.0,255.8,6.274,566.0,Sweet potato and pumpkin casserole,4
32.19,56.54,2.92,2.926,0.0,227.0,8.8,59.0,410.8,5.201999999999998,1178.0,Sweet potato chips,4
14.916250000000002,30.67375,2.02875,2.38125,0.0,166.625,4.9375,46.75,282.45,6.239,531.0,Sweet potato fries,4
0.27,75.04,0.41,0.009,0.0,9.0,0.8,9.0,270.7,5.5280000000000005,236.0,Sweet potato paste,4
13.523333333333332,35.705,2.168333333333333,2.003833333333333,0.0,274.8333333333333,5.733333333333333,52.333333333333336,303.6,5.58,435.3333333333333,Sweet potato tots,4
0.1,13.6,1.1,0.021,0.0,20.0,1.5,16.0,63.2,4.365999999999999,327.0,Sweet potatoes,4
2.17,11.04,2.51,0.572,11.0,22.0,1.3,30.0,70.59,4.541,216.0,Sweet potatoes and chicken,4
3.08,0.0,22.48,0.934,347.0,381.0,0.0,4.0,126.8,4.601833333333334,0.0,Sweetbreads,6
8.085,8.825,11.745,2.0685,17.5,465.5,2.45,63.0,158.0,5.49,19.0,Swiss steak,6
10.927142857142856,5.1085714285714285,22.795714285714286,2.3495714285714286,78.28571428571429,403.8571428571428,0.2571428571428571,19.428571428571427,196.37,4.761,38.0,Swordfish,6
0.1,69.6,0.0,0.018,0.0,61.0,0.0,5.0,263.4,5.935,0.0,Syrup,2
5.3,7.29,7.08,0.978,14.0,409.0,1.5,22.0,110.87,5.150666666666666,63.0,Szechuan beef,1
24.85,64.8,4.91,18.96,7.0,198.0,1.1,106.0,459.1,6.535333333333334,20.0,TWIX Caramel Cookie Bars,7
33.3,56.0,7.3,4.962,6.0,266.0,3.0,130.0,429.66,6.582999999999999,9.0,TWIX Chocolate Fudge Cookie Bars,7
32.67,54.14,9.18,15.758,6.0,226.0,3.1,75.0,437.0,6.402333333333334,20.0,TWIX Peanut Butter Cookie Bars,7
9.66,9.65,1.64,1.342,0.0,495.0,1.8,20.0,153.73,5.155,33.0,Tabbouleh,1
74.68,0.36,0.58,35.966,129.0,663.0,0.0,21.0,549.26,7.26,738.0,Table fat,4
8.13,18.29,5.13,2.6420000000000003,8.0,259.5,3.5,89.0,165.8,5.324000000000001,32.0,Taco or tostada salad,6
8.04,16.21,7.86,2.29,19.0,322.0,2.8,83.0,173.45,5.5,31.0,Taco or tostada salad with chicken,6
9.44,14.78,7.19,3.261,24.0,286.0,2.5,85.0,172.95,5.443,42.0,Taco or tostada salad with chicken and sour cream,6
9.34,16.4,7.49,2.893,15.0,328.0,2.9,85.0,175.58,5.544,30.0,Taco or tostada salad with meat,6
10.59,14.93,6.86,3.799,21.0,291.0,2.5,87.0,193.58,6.555,42.0,Taco or tostada salad with meat and sour cream,6
7.36,20.79,5.74,2.887,6.0,405.0,3.7,84.0,168.5,5.484500000000001,24.0,Taco or tostada with beans,6
8.77,18.9,5.36,3.737,12.0,361.0,3.2,86.0,178.5,6.322666666666667,36.0,Taco or tostada with beans and sour cream,6
12.575,19.405,10.21,4.593,35.0,453.5,2.7,103.0,220.85,5.97,48.0,Taco or tostada with chicken,6
9.95,20.63,8.51,3.597,21.0,448.0,3.2,95.0,201.28,6.28,34.0,Taco or tostada with chicken and beans,6
14.82,17.73,11.01,5.605,47.0,434.0,2.2,109.0,242.87,5.935,62.0,Taco or tostada with chicken and sour cream,6
12.04,20.39,10.09,4.208,26.0,447.0,2.6,109.0,219.51,6.155,47.0,Taco or tostada with fish,6
12.94,19.116666666666667,8.83,4.774333333333334,26.666666666666668,447.3333333333333,3.1333333333333333,94.66666666666669,220.78,6.02,36.66666666666666,Taco or tostada with meat,6
11.095,19.74,8.165,3.9715,20.5,429.5,3.55,88.0,211.12,6.4125,25.5,Taco or tostada with meat and beans,6
15.38,17.33,9.42,6.01,34.0,469.0,2.3,103.0,240.44,5.825,57.0,Taco or tostada with meat and sour cream,6
0.68,0.72,1.16,0.095,0.0,570.0,0.5,11.0,39.95,5.31,74.0,Taco sauce,1
25.43,58.345,7.62,7.6845,0.0,559.0,5.25,128.5,445.7,7.35,0.5,Taco shell,6
11.53,16.54,12.06,3.939,60.0,718.0,1.2,124.0,209.1,5.988333333333332,53.0,Taco with crab meat,6
8.03,82.15,0.81,7.208,0.0,75.0,0.0,9.0,358.85,6.7523333333333335,0.0,Taffy,2
53.76,21.19,17.0,7.529,0.0,115.0,9.3,426.0,552.68,5.206,3.0,Tahini,9
8.24,11.46,9.41,1.9,52.0,289.0,1.5,25.0,147.33,5.355999999999999,34.0,Tamal in a leaf,6
18.1625,25.5,2.2475,6.1697500000000005,14.25,459.25,2.25,31.75,269.22,6.572,1.5,Tamale,6
9.78,10.83,6.91,2.928,23.0,274.0,1.5,22.0,164.08,5.605,15.0,Tamale casserole,6
7.97,15.47,6.33,2.88,18.0,360.0,1.7,38.0,155.91,5.399999999999999,6.0,Tamale casserole with meat,6
13.69,14.8,8.63,4.946,40.0,462.0,1.2,52.0,215.99,6.06,2.0,Tamale with chicken,6
13.69,14.8,8.63,4.946,40.0,462.0,1.2,52.0,215.99,6.06,2.0,Tamale with meat,6
0.585,64.35499999999999,2.66,0.2585,0.0,26.5,4.85,70.5,262.0,4.609999999999999,1.5,Tamarind,2
0.0,91.96,0.0,0.0,0.0,1643.0,2.5,0.0,280.7,7.3,1.0,Tamarind candy,1
0.18,27.67,0.64,0.062,0.0,9.0,1.2,19.0,114.7,5.359000000000001,0.0,Tamarind drink,2
0.31,13.34,0.81,0.039,0.0,2.0,1.8,37.0,55.7,3.5879952380952376,34.0,Tangerine,9
0.2,10.1,0.5,0.024,0.0,1.0,0.2,18.0,39.75,4.599,12.0,Tangerine juice,9
2.94,27.55,1.57,0.818,2.0,143.0,4.3,45.0,151.1,5.251000000000001,15.0,Tannier,7
11.37,33.09,10.52,5.582,27.0,212.0,4.6,252.0,262.3,5.990999999999999,86.0,Taquito or flauta with cheese,9
12.54,33.63,9.21,2.31,13.0,453.0,2.9,104.0,286.6,5.803999999999999,30.0,Taquito or flauta with chicken,6
12.54,33.63,9.21,2.31,13.0,453.0,2.9,104.0,286.6,5.803999999999999,30.0,Taquito or flauta with chicken and cheese,6
12.77,27.02,10.61,4.927,114.0,576.0,2.0,178.0,240.0,6.216,82.0,Taquito or flauta with egg,6
14.01,25.62,11.9,5.318,113.0,637.0,1.8,168.0,269.2,6.072,78.0,Taquito or flauta with egg and breakfast meat,6
12.79,33.46,9.4,2.621,11.0,456.0,2.8,97.0,278.5,5.733,35.0,Taquito or flauta with meat,6
12.79,33.46,9.4,2.621,11.0,456.0,2.8,97.0,278.5,5.733,35.0,Taquito or flauta with meat and cheese,6
2.94,27.55,1.57,0.818,2.0,143.0,4.3,45.0,151.1,5.251000000000001,15.0,Taro,7
24.9,68.1,2.3,6.43,0.0,342.0,7.2,60.0,452.9,5.398,7.0,Taro chips,7
3.5,6.98,5.19,0.932,2.0,134.0,3.9,112.0,110.66,4.121999999999999,250.0,Taro leaves,4
16.7,13.3,1.0,3.333,7.0,667.0,0.5,26.0,212.01,6.609,11.0,Tartar sauce,1
0.0614634146341463,6.174878048780488,0.5602439024390244,0.0168292682926829,0.0975609756097561,6.536585365853658,0.2292682926829267,5.951219512195122,27.8175,4.007,0.7073170731707317,Tea,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.8463986013986,5.04,0.0,Tequila,2
0.08,13.47,0.46,0.009,0.0,4.0,0.2,38.0,51.2,4.621,1.0,Tequila Sunrise,9
1.56,22.46,5.65,0.327,16.0,333.0,0.7,13.0,117.4,5.171000000000001,32.0,Teriyaki chicken with rice and vegetable,6
0.02,15.57,5.93,0.0,0.0,2805.5,0.1,25.0,124.45,6.225,0.0,Teriyaki sauce,1
1.22,33.92,51.46,0.136,0.0,20.0,17.5,241.0,178.95,3.605999999999998,2.0,Textured vegetable protein,9
3.46,5.73,2.72,0.799,2.0,146.0,1.1,85.0,102.18,4.7205,354.0,Thistle leaves,4
15.943333333333335,22.656666666666663,0.8233333333333334,2.012,14.0,901.6666666666666,1.7666666666666666,18.33333333333333,238.04,7.825,10.333333333333334,Thousand Island dressing,1
30.43,3.33,17.45,11.51,74.0,1300.0,0.0,9.0,439.5,7.63,0.0,Thuringer,6
5.447058823529411,6.90764705882353,22.876470588235293,1.7077058823529412,66.52941176470588,392.7647058823529,0.3647058823529411,30.11764705882353,141.72,5.3335,23.176470588235293,Tilapia,6
24.29,29.59,5.9,14.158,123.0,155.0,0.4,66.0,397.9,6.247999999999999,220.0,Tiramisu,7
28.57,61.21,5.71,17.143,14.0,54.0,2.5,126.0,454.4,6.718333333333334,37.0,Toblerone,2
18.936666666666667,69.57666666666667,5.14,9.517333333333331,23.666666666666668,248.33333333333331,1.0333333333333334,106.33333333333331,458.23,6.657,32.333333333333336,Toffee,7
6.94,4.45,4.12,0.973,0.0,211.0,0.9,62.0,131.28,3.7122500000000014,8.0,Tofu and vegetables excluding carrots,6
6.71,4.81,4.14,0.95,0.0,216.0,1.2,66.0,133.56,4.0092500000000015,125.0,Tofu and vegetables including carrots,6
0.08,16.11,0.08,0.006,0.0,77.0,0.0,2.0,68.6,5.597,0.0,Tom Collins,7
0.18,9.09,1.0,0.023,0.0,955.0,0.9,12.0,46.75,6.055,25.0,Tomato,1
10.16,6.53,0.53,1.397,0.0,212.0,0.6,11.0,144.29,5.034000000000001,13.0,Tomato and cucumber salad made with tomato,6
0.205,4.23,0.765,0.051,0.0,113.5,0.65,12.5,20.41,2.7435781241634163,56.5,Tomato and vegetable juice,1
0.26,4.7,2.57,0.02,0.0,201.0,0.3,10.0,26.372727272727275,4.691400000000001,18.0,Tomato aspic,1
1.71,8.44,1.78,0.635,2.0,367.0,0.6,9.0,65.77,4.809,12.0,Tomato beef noodle soup,1
1.71,8.44,1.78,0.635,2.0,367.0,0.6,9.0,65.77,4.809,12.0,Tomato beef rice soup,1
1.71,8.44,1.78,0.635,2.0,367.0,0.6,9.0,65.77,4.809,12.0,Tomato beef soup,1
0.3,19.79,2.5,0.045,0.0,1338.0,2.4,20.0,92.3,6.675,34.0,Tomato chili sauce,1
0.195,4.06,0.725,0.0165,0.0,155.5,0.6000000000000001,10.5,19.65,3.96375,50.5,Tomato juice,1
0.31,3.87,0.93,0.088,0.0,169.0,0.5,14.0,20.1,4.69,35.0,Tomato juice cocktail,1
1.005,11.99,2.18,0.3775,7.5,160.5,0.6499999999999999,35.0,66.91,4.924,22.0,Tomato noodle soup,6
1.06,8.54,0.82,0.2,1.0,319.0,0.7,11.0,56.15,5.081999999999999,12.0,Tomato rice soup,1
7.09,23.61,4.66,1.221,3.0,259.0,1.6,99.0,174.6,5.027000000000001,21.0,Tomato sandwich,6
6.15,12.08,0.48,0.837,0.0,965.0,0.6,8.0,103.855,6.2,9.0,Tomato sauce,1
0.6383333333333333,8.1,1.3500000000000003,0.2968333333333333,1.6666666666666667,165.5,0.5666666666666667,31.83333333333333,52.74,4.853666666666666,21.33333333333333,Tomato soup,6
0.22,7.72,0.74,0.058,0.0,193.0,0.6,8.0,35.15,4.349607142857142,10.0,Tomato vegetable soup,1
0.79,4.89,0.86,0.12,0.0,338.0,0.3,10.0,41.31,5.416384615384616,71.0,Tomato vegetable soup with noodles,1
2.24625,5.362500000000001,1.16,0.772,2.375,86.25,1.55,19.875,60.1,4.6535,48.5,Tomatoes,6
0.23,5.48,1.11,0.038,0.0,6.0,1.6,14.0,24.9,2.743228571428572,43.0,Tomatoes as ingredient in omelet,4
21.925,0.0,18.965,7.987999999999999,130.0,715.5,0.0,5.5,293.1,6.085,0.0,Tongue,6
25.04,0.34,21.03,8.947,144.0,1245.0,0.1,16.0,361.0,7.45,0.0,Tongue pot roast,1
10.171666666666669,64.27499999999999,2.786666666666666,5.737333333333333,0.1666666666666666,145.16666666666666,1.8833333333333333,41.66666666666666,341.5,6.311333333333334,3.6666666666666665,Topping,7
14.67,7.62,16.86,8.024,45.0,713.0,1.0,485.0,243.9,5.935,156.0,Topping from cheese pizza,8
22.03,7.66,17.55,9.55,61.0,837.0,1.0,286.0,309.41,6.16,98.0,Topping from meat and vegetable pizza,8
24.52,5.65,19.19,10.647,68.0,934.0,0.7,314.0,361.0,6.485,105.0,Topping from meat pizza,6
15.61,12.18,15.59,7.622,40.0,805.0,1.9,455.0,248.4,6.257000000000001,146.0,Topping from vegetable pizza,8
5.336,19.71,6.689,1.9981,52.3,410.5,1.01,64.6,146.8,4.941666666666666,54.8,Tortellini,6
6.505,46.73,7.6525,2.48575,0.0,447.0,6.125,146.25,271.25,4.622999999999999,0.0,Tortilla,6
17.151,69.815,8.85,2.3982,0.0,455.6,5.12,138.1,434.3,5.464,3.7,Tortilla chips,7
26.74,51.12,10.9,3.69,0.0,134.0,6.5,62.0,429.2,6.032,1.0,Trail mix,2
32.17,48.32,11.65,7.006,4.0,146.0,6.0,80.0,429.26,6.476,15.0,Trail mix with chocolate,2
52.82,21.18,20.06,7.288,0.0,252.0,8.1,88.0,546.04,3.932,0.0,Trail mix with nuts,7
26.74,51.12,10.9,3.69,0.0,134.0,6.5,62.0,429.2,6.032,1.0,Trail mix with nuts and fruit,2
27.58,50.65,13.09,3.802,0.0,444.0,6.1,60.0,427.3,5.6610000000000005,0.0,Trail mix with pretzels,7
7.1,23.24,3.53,4.05,63.0,180.0,0.4,74.0,173.0,6.334666666666664,81.0,Trifle,7
3.85,0.0,12.6,1.348,127.0,441.0,0.0,72.0,113.26,4.501,0.0,Tripe,6
0.14,12.22,0.31,0.0,0.0,0.0,1.3,0.0,50.1,3.7517088744588745,4.0,Tropical fruit medley,2
10.230555555555556,6.523888888888889,23.436666666666667,2.546222222222222,77.5,403.77777777777777,0.3444444444444444,45.94444444444444,190.67,4.871,100.44444444444444,Trout,6
31.91,49.64,6.78,20.008,41.0,86.0,2.8,167.0,446.78,6.468333333333334,126.0,Truffles,2
3.929230769230769,2.763076923076923,29.96076923076923,0.8354615384615385,49.92307692307692,306.9230769230769,0.1384615384615384,17.0,147.96,5.165,23.153846153846157,Tuna,6
5.16,15.39,4.57,0.885,6.0,298.0,0.4,22.0,117.2,4.897,8.0,Tuna and rice with mushroom sauce,6
14.88,2.63,15.34,2.454,67.0,373.0,0.2,25.0,220.41,5.4055,28.0,Tuna cake or patty,6
5.07,8.41,8.86,2.14,20.0,367.0,0.9,40.0,113.83,5.569,35.0,Tuna casserole with vegetables and mushroom sauce,6
11.86,9.32,21.08,2.69,84.0,338.0,0.4,80.0,211.56,5.132000000000001,104.0,Tuna loaf,6
7.18,15.4,10.12,3.531,36.0,255.0,0.7,65.0,157.96,5.866500000000001,76.0,Tuna noodle casserole with cream or white sauce,6
5.13,13.92,9.02,2.044,27.0,331.0,0.8,38.0,119.1,5.525,33.0,Tuna noodle casserole with mushroom sauce,6
6.12,14.04,9.01,2.991,30.0,216.0,0.8,56.0,124.77,5.084999999999999,65.0,Tuna noodle casserole with vegetables,6
4.43,12.97,7.97,1.749,23.0,282.0,1.0,34.0,117.83,5.663666666666667,29.0,Tuna noodle casserole with vegetables and mushroom sauce,6
13.16,16.5,8.96,3.628,12.0,270.0,1.3,25.0,210.07,6.087000000000001,152.0,Tuna pot pie,6
5.725555555555555,5.06,9.877777777777778,0.928,21.22222222222222,459.8888888888889,0.4444444444444444,20.88888888888889,118.1,5.174384615384615,18.22222222222222,Tuna salad,1
12.685,17.9125,10.525,2.7245,22.0,471.0,0.975,131.0,216.14,5.314,27.0,Tuna salad sandwich,6
17.58,2.78,11.37,4.11,34.0,437.0,0.4,86.0,231.14,6.234,49.0,Tuna salad with cheese,6
15.4,2.67,10.33,2.583,56.0,389.0,0.4,23.0,200.55,5.507000000000001,31.0,Tuna salad with egg,6
14.87,16.87,10.66,4.11,26.0,577.0,1.3,156.0,239.6,6.17,40.0,Tuna salad wrap sandwich,6
3.64,2.81,14.42,1.645,32.0,329.0,0.0,49.0,111.77,5.867000000000001,52.0,Tuna with cream or white sauce,6
6.3281395348837215,2.610697674418605,22.320930232558137,1.7879534883720931,73.46511627906976,440.2558139534884,0.1860465116279069,25.162790697674417,146.81,4.881500000000001,15.16279069767442,Turkey,6
10.46,18.455,11.305,2.927,22.0,456.0,1.05,182.0,200.51,5.605,17.0,Turkey and bacon submarine sandwich,8
22.935,4.52,21.415,6.8,126.5,1460.5,0.0,86.5,349.2,7.53,13.5,Turkey bacon,1
3.89,16.32,6.97,0.877,14.0,326.0,1.3,27.0,123.5,5.117999999999999,44.0,Turkey dinner,6
3.8,2.93,19.6,1.09,67.0,1038.0,0.0,5.0,218.8,5.4422500000000005,0.0,Turkey ham,1
8.52,0.14,30.25,1.963,98.0,576.0,0.0,13.0,174.44,5.670999999999999,17.0,Turkey light or dark meat,6
11.13,13.25,19.93,2.916,39.0,415.0,0.0,0.0,192.94,4.616999999999999,0.0,Turkey or chicken,6
20.47,2.23,16.47,7.138,76.0,785.0,0.0,36.0,287.51,6.56,9.0,Turkey or chicken and beef sausage,6
23.0,0.7,22.7,7.95,84.0,878.0,0.0,32.0,315.6,6.93375,0.0,Turkey or chicken and pork sausage,6
7.710000000000001,19.895,20.43,1.9115,54.0,351.0,1.35,86.0,196.97,5.251,19.5,Turkey or chicken burger,6
11.726666666666668,5.166666666666667,19.776666666666667,2.9120000000000004,74.33333333333333,609.0,0.0,25.33333333333333,192.41,5.7375,0.0,Turkey or chicken sausage,6
9.93,19.52,14.36,1.847,41.0,347.0,1.1,93.0,205.57,5.172999999999999,6.0,Turkey salad or turkey spread sandwich,6
7.03,18.61,20.28,1.503,60.0,346.0,0.9,88.0,196.5,5.111,3.0,Turkey sandwich,6
14.2,1.4,13.7,4.143,65.0,295.0,0.2,83.0,198.85,5.984,6.0,Turkey stick,6
2.31,22.42,9.12,0.476,10.0,317.0,1.3,169.0,134.4,4.971333333333334,2.0,Turkey submarine sandwich,8
5.49,12.23,18.545,1.5395,63.0,465.5,0.3,20.5,128.87,5.117000000000001,11.5,Turkey with barbecue sauce,1
2.9933333333333336,12.076666666666666,11.453333333333331,0.7806666666666667,34.666666666666664,279.6666666666667,1.0,25.666666666666668,108.74,5.218583333333333,58.333333333333336,Turkey with gravy,6
1.82,10.65,9.31,0.509,23.0,210.0,1.5,24.0,104.24,5.134857142857142,119.0,Turkey with vegetable,6
1.01,7.773333333333333,0.8666666666666667,0.269,0.6666666666666666,422.6666666666667,1.7333333333333334,29.666666666666668,61.45,4.854,4.0,Turnip,1
1.575,3.67625,1.775,0.432,1.0,162.75,2.35,129.25,53.7,4.731250000000001,377.5,Turnip greens,4
12.252666666666666,27.85333333333333,9.265333333333333,4.158933333333334,23.933333333333334,376.8666666666667,1.606666666666667,119.2,237.3,6.426,42.46666666666667,Turnover,6
8.25,29.83,10.29,2.559,20.0,262.0,1.8,25.0,225.7,5.56,2.0,Turnover filled with ground beef and cabbage,7
18.77,22.85,10.66,5.413,29.0,362.0,1.3,14.0,323.28,6.315,52.0,Turnover filled with meat and vegetable,7
16.631999999999998,41.846,3.62,4.1126000000000005,10.2,307.2,1.36,9.2,345.7,6.575,12.4,Turnover or dumpling,7
2.76,4.23,1.11,0.772,2.0,150.0,3.4,133.0,82.61,4.551,380.0,Turrnip greens,4
4.28,0.09,23.6,0.655,60.0,386.0,0.0,141.0,141.67,5.196833333333333,32.0,Turtle,8
0.95,3.71,4.75,0.196,9.0,262.0,0.8,31.0,86.34,4.957333333333335,36.0,Turtle and vegetable soup,6
0.35,15.74,0.4000000000000001,0.0983333333333333,15.0,21.0,0.5,14.333333333333334,69.5,5.119,8.333333333333334,Tutti-fruitti pudding,2
6.31,3.95,5.35,1.838,7.0,307.0,0.2,64.0,96.2,5.0194117647058825,3.0,Tzatziki dip,6
2.64,13.81,1.98,0.367,0.0,98.0,1.3,96.0,103.15,4.486000000000001,11.0,Upma,5
9.73,33.25,12.75,1.337,0.0,315.0,5.8,24.0,246.55,4.431,5.0,Vada,6
36.2,50.2,3.7,7.434,39.0,515.0,0.1,42.0,423.78,6.69,269.0,Vanilla wafer dessert base,6
8.56875,0.18875,26.80375,3.17975,101.125,363.625,0.0,19.5,173.45,5.419,0.0,Veal,6
8.56,6.52,16.66,3.906,68.0,144.0,0.4,9.0,156.68,5.925,39.0,Veal Marsala,7
5.64,14.48,8.34,2.093,39.0,296.0,0.6,42.0,125.17,4.952333333333333,41.0,Veal and noodles with cream or white sauce,6
9.696666666666664,3.295555555555556,25.950000000000003,3.7446666666666655,106.11111111111111,428.77777777777777,0.0888888888888888,26.11111111111111,186.0,6.755,3.333333333333333,Veal chop,6
14.36,9.26,20.69,6.071,93.0,466.0,0.6,101.0,229.71,5.85,47.0,Veal cordon bleu,6
6.097777777777778,2.2022222222222223,30.85777777777778,2.104111111111111,110.88888888888889,407.44444444444446,0.0666666666666666,14.0,155.47,5.876,2.2222222222222223,Veal cutlet or steak,6
8.1,7.24,16.36,1.666,55.0,615.0,1.2,15.0,164.7,5.5225,7.0,Veal fricassee,1
3.61,2.79,12.59,0.935,45.0,226.0,0.4,9.0,108.13,4.028000000000002,5.0,Veal goulash with vegetables excluding carrots,6
3.74,2.59,12.96,0.964,47.0,238.0,0.4,9.0,108.93,4.113000000000002,60.0,Veal goulash with vegetables including carrots,6
11.88,8.29,15.33,4.111,64.0,436.0,0.8,122.0,200.9,5.905,46.0,Veal parmigiana,6
17.11,8.63,22.23,5.388,79.0,432.0,0.5,38.0,253.0,5.729,9.0,Veal patty,6
17.46,1.28,18.75,4.796,67.0,372.0,0.2,39.0,234.28,5.823,109.0,Veal scallopini,6
2.59,8.53,6.18,0.905,14.0,224.0,1.4,15.0,83.75,4.752166666666667,5.0,Veal stew with potatoes and vegetables excluding carrots,6
2.77,7.07,6.35,0.966,15.0,244.0,1.3,17.0,92.52,4.691333333333334,68.0,Veal stew with potatoes and vegetables including carrots,6
9.26,1.49,15.09,5.276,74.0,509.0,0.2,8.0,167.27,7.04,67.0,Veal with butter sauce,6
7.38,2.74,26.32,3.245,100.0,346.0,0.0,42.0,173.34,6.065999999999999,40.0,Veal with cream sauce,6
5.19,1.58,25.4,1.953,95.0,355.0,0.0,9.0,141.14,5.924499999999999,0.0,Veal with gravy,6
6.27,6.68,10.67,2.172,39.0,306.0,0.9,40.0,116.37,4.916333333333333,41.0,Veal with vegetables excluding carrots,6
6.73,5.98,9.36,2.72,36.0,308.0,0.8,62.0,138.78,5.439,170.0,Veal with vegetables including carrots,6
19.2,16.0,0.3,3.3,24.0,497.0,0.0,0.0,261.7,5.588999999999999,0.0,Vegan mayonnaise,6
3.6,8.84,2.21,1.1183333333333334,7.0,31.0,1.3,17.0,109.45,5.1115,246.0,Vegetable and beef,4
1.4233333333333331,8.54,2.2566666666666664,0.399,9.0,29.0,1.6000000000000003,27.0,62.55,4.683499999999999,169.0,Vegetable and chicken,4
0.01,11.15,0.3,0.0,0.0,29.0,0.0,8.0,43.8,5.586,36.0,Vegetable and fruit juice,7
0.0033333333333333,3.223333333333333,0.0133333333333333,0.0,0.0,16.333333333333332,0.0,6.333333333333333,14.89,4.724820512820513,104.66666666666669,Vegetable and fruit juice drink,4
1.32,7.583333333333333,2.02,0.3603333333333333,4.0,32.333333333333336,1.2,21.666666666666668,62.92,4.773499999999999,218.0,Vegetable and turkey,4
0.77,4.12,2.26,0.345,2.0,360.0,0.8,8.0,47.82,4.74375,79.0,Vegetable beef noodle soup,1
1.365,6.1375,3.99,0.58925,6.75,334.75,0.75,26.0,74.72,5.0625,68.25,Vegetable beef soup,1
2.06,5.65,6.43,0.597,17.0,276.0,0.8,14.0,96.97,5.2860000000000005,35.0,Vegetable beef soup with noodles or pasta,6
1.335,5.19,4.205,0.45,8.0,317.5,0.75,11.0,76.69,4.984384615384616,56.5,Vegetable beef soup with rice,1
0.07,0.93,0.24,0.028,0.0,296.0,0.0,3.0,5.2,5.388333333333334,12.0,Vegetable broth,1
1.33,5.41,5.11,0.4,5.0,370.0,0.4,14.0,92.18,5.065384615384615,122.0,Vegetable chicken rice soup,1
26.56,59.2,4.72,1.824,0.0,329.0,7.8,66.0,436.8,4.069,53.0,Vegetable chips,7
5.23,8.72,1.59,1.263,0.0,387.0,1.8,21.0,100.775,4.677333333333333,65.0,Vegetable curry,1
3.25,16.43,2.02,0.789,0.0,330.0,1.3,17.0,107.84,4.921333333333333,39.0,Vegetable curry with rice,6
25.666666666666668,6.826666666666667,4.04,6.164000000000001,29.666666666666668,648.6666666666666,0.3,82.33333333333333,311.6,7.14,63.0,Vegetable dip,6
7.71,14.83,5.01,2.417,10.0,307.0,1.6,84.0,156.38,5.222,90.0,Vegetable lasagna,6
8.82,47.79,17.37,1.194,0.0,360.0,18.7,234.0,278.6,3.8279999999999976,988.0,Vegetable mixture,4
0.9166666666666666,7.06,1.6766666666666663,0.1693333333333333,1.3333333333333333,253.0,1.2333333333333334,14.666666666666666,52.71,5.0965,46.66666666666666,Vegetable noodle soup,1
100.0,0.0,0.0,13.677,0.0,0.0,0.0,0.0,500.12,5.452833333333334,0.0,Vegetable oil,2
1.17,8.64,2.13,0.62,2.0,288.0,2.4,25.0,65.7,5.08,89.0,Vegetable rice soup,1
6.53,6.06,2.76,1.351,4.0,33.0,2.9,78.0,119.46,4.875,105.0,Vegetable smoothie,4
1.51875,7.837499999999999,2.2875,0.518375,3.375,285.375,1.1375000000000002,32.75,61.77,4.926,61.0,Vegetable soup,1
3.02,6.55,2.45,0.543,2.0,212.0,0.7,7.0,88.05,4.828833333333333,6.0,Vegetable soup with chicken broth,6
0.98,9.62,2.68,0.445,1.0,252.0,1.8,16.0,62.9,5.092416666666667,79.0,Vegetable stew without meat,1
6.29,20.97,3.83,1.0925,2.5,373.5,1.4,65.5,141.9,4.787000000000001,11.5,Vegetable submarine sandwich,6
15.63,20.26,3.7,2.367,38.0,13.0,1.6,21.0,236.98,5.34,62.0,Vegetable tempura,2
1.3233333333333333,13.413333333333334,1.3099999999999998,0.367,1.0,438.6666666666667,1.9,19.666666666666668,65.4,4.934,232.66666666666663,Vegetables,1
23.83,19.61,7.89,6.326,13.0,180.0,2.8,132.0,313.82,6.089,51.0,Vegetables and cheese in pastry,7
1.5,12.1,1.9,0.14,0.0,14.0,1.1,14.0,67.81,4.461,8.0,Vegetables and rice,2
0.19,11.6,1.81,0.051,0.0,19.0,2.2,22.0,60.8,4.334,98.0,Vegetables as ingredient in curry,4
22.94,21.1,6.55,5.206,6.0,139.0,3.1,82.0,330.27,6.299,28.0,Vegetables in pastry,7
18.0,9.0,23.0,2.849,0.0,490.0,6.1,95.0,267.56,4.663,0.0,Vegetarian,6
6.3,14.27,15.7,1.44,5.0,569.0,4.9,136.0,143.97,4.983,1.0,Vegetarian burger or patty,8
